,Country,Region,Year,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
2213,Vietnam,Asia,2014,22.0,125.984,2.78,95,21.6,96,95,0.12,2438,7.8,0,1,75.1
2214,Kuwait,Middle East,2009,10.7,71.642,0.1,99,29.0,99,99,0.13,34800,6.6,0,1,74.2
2215,Trinidad and Tobago,Central America and Caribbean,2014,19.9,169.9695,5.9,92,27.4,94,92,0.4,18167,10.8,0,1,72.8
2216,El Salvador,Central America and Caribbean,2012,17.6,190.07,2.41,92,27.3,93,92,0.2,3529,6.7,0,1,71.7
2217,Singapore,Asia,2009,2.8,60.491,1.73,96,23.5,97,97,0.12,43333,10.5,0,1,81.2
2218,Uganda,Africa,2008,86.8,384.1585,11.37,71,21.8,69,71,3.44,725,5.2,0,1,55.0
2219,Hungary,European Union,2010,6.0,156.927,10.7,88,26.8,99,99,0.08,11314,11.9,1,0,74.2
2220,"Iran, Islamic Rep.",Middle East,2012,17.5,86.748,0.02,98,25.9,99,99,0.05,5302,9.5,0,1,74.8
2221,Albania,Rest of Europe,2012,11.2,79.762,4.43,99,26.3,99,99,0.03,3736,9.6,0,1,77.3
2222,Cuba,Central America and Caribbean,2006,7.2,99.5345,4.17,89,25.0,99,89,0.14,5808,10.1,0,1,77.9
2223,Papua New Guinea,Oceania,2004,66.2,255.71,0.55,60,24.5,59,62,0.61,1814,3.5,0,1,60.2
2224,Grenada,Central America and Caribbean,2008,14.7,157.714,9.04,99,26.2,99,99,0.4,8736,8.1,0,1,73.0
2225,"Venezuela, RB",South America,2014,18.0,143.0785,6.6,78,26.6,79,78,0.4,16056,10.0,0,1,72.8
2226,"Bahamas, The",Central America and Caribbean,2003,16.7,182.864,10.59,88,27.0,93,92,0.75,35456,10.9,0,1,72.0
2227,Romania,European Union,2001,20.5,176.1925,12.07,98,24.9,99,99,0.05,4853,9.7,1,0,71.2
2228,Bhutan,Asia,2000,77.2,291.8915,1.66,98,22.2,98,92,0.21,1108,2.3,0,1,60.9
2229,Peru,South America,2004,28.3,144.121,4.54,92,25.4,81,86,0.19,3671,8.6,0,1,72.6
2230,Slovenia,European Union,2005,4.2,101.813,11.19,88,25.7,95,95,0.03,19239,11.7,1,0,77.6
2231,Antigua and Barbuda,Central America and Caribbean,2000,15.5,156.232,6.86,98,25.1,96,95,0.1,14070,7.0,0,1,73.9
2232,Nepal,Asia,2001,74.6,229.513,0.091,46,20.8,73,72,0.17,578,2.5,0,1,62.9
2233,Trinidad and Tobago,Central America and Caribbean,2000,27.9,193.695,4.81,83,25.9,90,90,0.4,10669,9.2,0,1,69.4
2234,Central African Republic,Africa,2015,123.3,411.0745,0.9,47,22.8,51,47,1.12,377,4.2,0,1,50.9
2235,Uganda,Africa,2007,92.8,398.626,10.77,73,21.7,70,73,3.56,688,4.8,0,1,53.9
2236,Oman,Middle East,2002,14.5,122.173,0.53,99,25.5,99,99,0.05,20702,5.9,0,1,73.0
2237,Norway,Rest of Europe,2008,3.6,66.2655,6.75,88,26.3,94,94,0.03,75044,12.7,1,0,80.6
2238,Mexico,North America,2005,22.9,123.4585,5.03,98,27.2,98,98,0.15,8878,7.6,0,1,75.3
2239,Senegal,Africa,2011,62.1,206.2,0.21,92,22.8,89,92,0.16,1133,2.4,0,1,64.9
2240,Lesotho,Africa,2012,92.7,527.8865,2.47,95,24.8,93,95,11.57,1097,5.9,0,1,47.4
2241,Uruguay,South America,2004,15.1,118.88,5.88,94,26.2,95,94,0.18,9464,8.0,0,1,75.6
2242,Pakistan,Asia,2010,87.1,169.1665,0.04,82,23.4,52,82,0.13,1239,4.7,0,1,65.3
2243,Russian Federation,Rest of Europe,2013,9.4,220.997,9.77,97,26.2,98,97,0.08,9622,11.8,0,1,70.6
2244,Ukraine,Rest of Europe,2012,10.7,203.7885,8.54,46,26.4,72,76,0.26,2460,11.3,0,1,70.9
2245,Liberia,Africa,2001,176.6,330.7235,4.42,58,23.1,54,42,3.5,770,3.5,0,1,52.2
2246,Samoa,Oceania,2011,19.2,124.37,2.1,58,31.6,79,65,0.17,4219,10.2,0,1,71.9
2247,Bulgaria,European Union,2014,8.7,139.2615,10.3,95,26.3,88,88,0.03,6797,10.9,1,0,74.5
2248,Cote d'Ivoire,Africa,2012,100.1,413.238,1.2,82,23.6,83,82,1.0,1637,4.5,0,1,54.3
2249,Denmark,European Union,2010,4.1,83.927,10.27,88,25.3,90,90,0.04,51173,12.7,1,0,79.1
2250,Trinidad and Tobago,Central America and Caribbean,2009,23.2,179.4475,5.93,90,26.9,90,90,0.4,17700,10.7,0,1,71.7
2251,Switzerland,Rest of Europe,2002,5.4,71.8885,10.85,88,24.9,95,93,0.1,74138,11.7,1,0,80.4
2252,Togo,Africa,2001,116.4,333.336,0.88,81,22.1,51,50,2.66,496,4.0,0,1,53.6
2253,Mali,Africa,2001,181.1,323.509,0.6,78,21.6,56,49,0.99,641,1.3,0,1,48.8
2254,Colombia,South America,2010,18.3,147.6795,4.22,88,25.7,88,88,0.21,5163,7.4,0,1,75.4
2255,Mali,Africa,2004,162.2,307.8875,0.55,73,22.0,70,69,0.81,667,1.6,0,1,51.2
2256,China,Asia,2013,12.5,86.4435,5.62,99,23.5,99,99,0.1,7056,7.5,0,1,75.3
2257,Malawi,Africa,2012,70.7,325.5425,1.87,96,22.6,95,96,3.69,362,4.3,0,1,58.6
2258,Algeria,Africa,2008,29.5,108.0665,0.37,91,24.9,92,93,0.02,3856,6.7,0,1,74.3
2259,South Africa,Africa,2003,75.7,494.388,7.32,71,26.4,70,69,11.87,5203,8.8,0,1,53.7
2260,Colombia,South America,2004,22.1,160.261,4.13,89,25.2,89,89,0.21,4257,6.6,0,1,74.0
2261,Mexico,North America,2006,22.1,122.558,5.2,98,27.2,98,98,0.16,9143,8.0,0,1,75.3
2262,India,Asia,2009,61.4,194.7545,2.46,37,21.3,73,74,0.11,1162,5.3,0,1,66.2
2263,Slovak Republic,European Union,2003,8.8,144.053,10.23,99,25.6,98,99,0.01,10178,10.4,1,0,73.6
2264,South Africa,Africa,2013,39.3,384.094,7.21,73,27.1,79,73,7.97,6285,9.9,0,1,61.1
2265,Libya,Africa,2003,25.5,139.5715,0.012,96,27.1,95,95,0.06,11265,6.1,0,1,71.5
2266,Uganda,Africa,2014,58.8,316.5765,7.25,78,22.3,78,78,2.26,834,5.5,0,1,60.7
2267,Cambodia,Asia,2005,64.7,221.5355,1.1,84,21.1,82,82,0.35,696,3.5,0,1,63.1
2268,Cabo Verde,Africa,2004,28.6,139.353,4.25,91,23.7,94,93,0.38,2287,4.2,0,1,70.2
2269,Armenia,Rest of Europe,2001,29.1,143.7555,2.87,69,25.7,97,94,0.08,1422,10.7,0,1,71.8
2270,Norway,Rest of Europe,2002,4.6,78.9785,5.89,88,25.8,93,93,0.03,69106,12.1,1,0,79.0
2271,Ukraine,Rest of Europe,2003,15.8,262.4035,6.81,77,25.9,99,97,0.49,1833,10.6,0,1,68.2
2272,Slovenia,European Union,2014,2.7,69.2825,10.92,88,26.4,95,95,0.01,20454,11.9,1,0,81.1
2273,Liberia,Africa,2014,92.1,246.675,3.02,63,24.0,62,50,3.5,740,4.4,0,1,61.7
2274,Estonia,European Union,2002,9.3,211.7,12.16,93,25.6,94,94,0.08,11417,11.9,1,0,70.9
2275,India,Asia,2003,81.1,213.299,1.17,67,20.9,57,61,0.19,845,4.7,0,1,63.7
2276,Bhutan,Asia,2008,47.8,234.5365,0.16,96,23.1,96,96,0.17,1909,2.3,0,1,67.3
2277,Croatia,European Union,2001,8.0,121.781,13.69,96,25.7,94,94,0.01,9428,9.8,1,0,74.5
2278,Australia,Oceania,2015,3.9,61.7325,9.68,93,27.1,93,93,0.04,56707,12.8,1,0,82.4
2279,St. Vincent and the Grenadines,Central America and Caribbean,2000,22.2,183.408,5.13,99,25.5,99,98,0.4,5339,7.6,0,1,70.8
2280,"Egypt, Arab Rep.",Africa,2015,23.3,149.529,0.18,93,29.5,93,93,0.13,3563,7.1,0,1,71.3
2281,Zambia,Africa,2000,155.9,603.461,2.82,81,21.5,85,85,9.75,774,5.9,0,1,44.0
2282,Zambia,Africa,2004,115.2,545.294,2.75,81,21.8,84,83,8.23,879,6.2,0,1,47.4
2283,Brazil,South America,2009,19.5,157.279,6.95,99,25.7,99,99,0.25,8169,6.8,0,1,73.3
2284,Belgium,European Union,2003,5.2,93.89,11.28,64,25.6,96,95,0.08,36617,10.4,1,0,78.1
2285,Mauritius,Africa,2009,14.6,153.4275,2.8,99,24.9,99,99,1.04,7508,8.0,0,1,72.9
2286,Hungary,European Union,2002,9.0,184.567,13.28,88,26.1,98,99,0.08,9829,10.3,1,0,72.3
2287,Moldova,Rest of Europe,2004,21.5,232.9535,7.61,99,26.2,98,98,0.35,1770,10.1,0,1,67.7
2288,Cote d'Ivoire,Africa,2010,106.3,420.1715,1.12,85,23.5,81,85,1.24,1687,4.2,0,1,53.0
2289,Denmark,European Union,2005,5.0,90.2045,11.26,88,25.1,93,93,0.04,51836,12.8,1,0,77.8
2290,Georgia,Rest of Europe,2015,10.5,156.2355,6.95,94,27.5,91,94,0.14,4014,12.7,0,1,73.0
2291,United Arab Emirates,Middle East,2001,10.9,95.5935,1.62,92,27.2,94,94,0.13,58422,8.4,0,1,74.5
2292,New Zealand,Oceania,2000,7.4,85.7,8.83,90,26.7,82,90,0.02,30863,11.6,1,0,78.6
2293,Barbados,Central America and Caribbean,2007,15.4,112.486,8.07,93,27.1,93,93,0.49,18205,9.3,0,1,78.1
2294,Lesotho,Africa,2005,116.1,604.613,1.94,87,24.3,88,89,16.19,836,5.3,0,1,42.7
2295,United Kingdom,Rest of Europe,2002,6.3,85.37,11.33,88,26.5,91,91,0.08,40563,11.9,1,0,78.1
2296,Ghana,Africa,2003,88.5,293.6475,1.91,80,22.9,80,80,1.48,1105,6.3,0,1,57.8
2297,India,Asia,2002,84.5,216.3545,1.08,67,20.8,58,59,0.22,797,4.6,0,1,63.3
2298,Iceland,Rest of Europe,2001,3.9,69.582,6.32,88,25.6,92,92,0.02,43288,9.6,1,0,80.7
2299,Japan,Asia,2001,4.3,71.4415,8.01,83,22.5,81,95,0.17,31476,10.8,1,0,81.4
2300,Georgia,Rest of Europe,2003,28.8,171.3125,2.79,48,26.1,74,75,0.05,1984,12.0,0,1,70.3
2301,Ethiopia,Africa,2013,69.6,234.3685,0.57,72,20.5,70,72,0.25,556,2.5,0,1,64.0
2302,North Macedonia,Rest of Europe,2001,14.8,121.482,4.4,74,25.7,91,91,0.08,3169,6.8,0,1,73.4
2303,Tunisia,Africa,2006,21.0,103.28,1.32,99,25.6,99,99,0.03,3494,5.9,0,1,74.4
2304,Montenegro,Rest of Europe,2012,5.5,106.849,9.37,90,26.2,94,94,0.03,5996,11.2,0,1,76.2
2305,St. Lucia,Central America and Caribbean,2013,20.9,139.7475,8.93,99,29.4,99,99,0.4,10148,8.4,0,1,75.3
2306,Liberia,Africa,2005,129.6,306.9055,4.2,58,23.4,66,60,3.5,554,3.8,0,1,55.4
2307,Guatemala,Central America and Caribbean,2011,33.4,173.86,2.05,88,26.1,88,88,0.05,3689,5.3,0,1,71.9
2308,Fiji,Oceania,2003,22.5,215.093,2.07,99,26.5,95,94,0.04,4339,9.3,0,1,66.2
2309,Nigeria,Africa,2006,150.1,392.374,11.18,27,22.8,46,40,0.95,2013,5.2,0,1,48.8
2310,Namibia,Africa,2012,50.5,354.013,2.37,84,23.9,84,84,5.38,4421,6.4,0,1,59.4
2311,Cameroon,Africa,2002,137.5,410.158,4.54,81,23.3,66,66,3.58,1144,5.1,0,1,51.5
2312,Vanuatu,Oceania,2010,29.1,144.4315,1.36,62,25.9,74,65,0.17,2856,6.7,0,1,69.1
2313,Hungary,European Union,2004,7.9,180.2155,13.28,88,26.2,99,99,0.08,10797,10.6,1,0,72.6
2314,Guinea,Africa,2003,144.9,333.165,0.18,57,22.0,61,57,1.22,653,1.5,0,1,51.9
2315,Cyprus,European Union,2012,3.1,54.618,10.58,96,26.8,99,99,0.06,24217,11.8,1,0,79.8
2316,Bosnia and Herzegovina,Rest of Europe,2000,9.9,121.234,3.87,92,24.8,87,85,0.08,2848,7.0,0,1,74.4
2317,Luxembourg,European Union,2008,3.0,71.6035,11.99,94,26.0,96,99,0.09,110095,11.7,1,0,80.5
2318,Bosnia and Herzegovina,Rest of Europe,2007,8.3,106.9245,5.03,94,25.2,95,95,0.08,3910,7.5,0,1,75.5
2319,Vanuatu,Oceania,2013,29.1,135.872,1.61,64,26.0,78,64,0.17,2751,6.8,0,1,69.6
2320,Seychelles,Africa,2014,14.7,152.1215,8.44,99,26.6,99,99,3.5,14672,9.4,0,1,73.2
2321,"Bahamas, The",Central America and Caribbean,2015,14.0,158.589,9.27,95,27.9,95,95,0.34,31699,11.1,0,1,73.1
2322,Trinidad and Tobago,Central America and Caribbean,2001,27.7,191.866,4.7,86,26.0,91,91,0.4,11074,9.3,0,1,69.7
2323,Suriname,South America,2015,20.3,170.129,4.75,89,26.5,78,89,0.47,9168,8.4,0,1,71.2
2324,Luxembourg,European Union,2015,2.8,54.393,11.37,94,26.3,99,99,0.1,105462,12.0,1,0,82.3
2325,Comoros,Africa,2011,82.0,239.043,0.11,83,23.9,85,83,0.02,1228,4.4,0,1,62.2
2326,Russian Federation,Rest of Europe,2003,16.1,323.8525,11.32,94,25.9,97,96,0.08,6370,11.4,0,1,65.0
2327,Finland,European Union,2007,3.5,95.089,10.45,88,25.9,97,99,0.08,46213,12.0,1,0,79.3
2328,Portugal,European Union,2010,3.8,86.146,11.26,97,25.8,97,98,0.16,19670,8.1,1,0,79.0
2329,Jordan,Middle East,2005,23.2,122.7175,0.51,95,28.2,95,95,0.13,4341,9.7,0,1,72.6
2330,Kazakhstan,Asia,2009,22.5,247.1405,3.16,99,26.0,99,98,0.11,8488,11.5,0,1,68.4
2331,Equatorial Guinea,Africa,2014,96.8,327.5505,8.64,53,23.9,55,20,4.04,12927,5.5,0,1,57.0
2332,Lithuania,European Union,2012,5.2,179.772,14.97,93,26.4,93,93,0.09,12679,11.7,1,0,73.9
2333,"Gambia, The",Africa,2012,67.7,270.0,2.74,98,23.6,98,98,1.08,685,3.1,0,1,60.2
2334,Iceland,Rest of Europe,2009,2.8,56.594,7.24,88,26.0,96,96,0.05,49527,10.5,1,0,81.8
2335,Antigua and Barbuda,Central America and Caribbean,2013,8.5,132.9015,9.43,99,26.4,98,99,0.2,13554,9.2,0,1,76.2
2336,"Egypt, Arab Rep.",Africa,2014,24.3,151.4815,0.19,94,29.3,94,94,0.13,3490,7.0,0,1,71.1
2337,United States,North America,2008,7.6,107.758,8.74,94,28.4,94,96,0.13,53854,13.2,1,0,78.0
2338,Libya,Africa,2015,13.3,134.7895,0.01,97,28.0,97,97,0.08,7590,7.3,0,1,72.1
2339,Romania,European Union,2012,11.2,135.6795,9.66,96,26.3,92,91,0.04,8005,10.9,1,0,74.4
2340,Lebanon,Middle East,2008,11.4,71.4135,1.57,81,27.0,75,81,0.03,7961,7.8,0,1,77.9
2341,"Congo, Rep.",Africa,2006,79.8,359.3415,1.3,71,22.5,73,73,2.15,2269,5.9,0,1,56.6
2342,Sweden,European Union,2005,3.6,65.34,6.53,60,25.5,98,98,0.08,45990,12.4,1,0,80.5
2343,Niger,Africa,2010,121.9,267.262,0.11,70,21.5,75,70,0.08,443,1.4,0,1,57.3
2344,Nicaragua,Central America and Caribbean,2009,24.9,163.375,3.32,98,26.6,99,98,0.12,1630,5.9,0,1,72.2
2345,Denmark,European Union,2000,5.7,102.388,11.68,88,24.9,97,97,0.04,49242,10.7,1,0,76.6
2346,Ghana,Africa,2004,85.6,286.594,0.55,80,23.1,81,80,1.39,1139,6.4,0,1,58.2
2347,Libya,Africa,2006,21.7,133.113,0.011,98,27.3,98,98,0.08,13386,6.6,0,1,72.1
2348,Timor-Leste,Oceania,2002,96.5,249.406,0.48,75,20.0,38,54,0.04,980,2.9,0,1,60.9
2349,Israel,Middle East,2007,5.1,65.745,2.46,99,26.7,95,95,0.08,31208,12.5,1,0,80.5
2350,Peru,South America,2013,17.1,127.208,5.27,88,26.3,71,88,0.12,6030,8.8,0,1,75.3
2351,Trinidad and Tobago,Central America and Caribbean,2005,25.9,186.471,5.75,95,26.5,95,95,0.4,15383,10.0,0,1,70.7
2352,Maldives,Asia,2010,13.9,76.243,1.58,97,24.6,97,96,0.17,8522,4.9,0,1,75.9
2353,El Salvador,Central America and Caribbean,2014,16.1,184.7965,2.45,93,27.5,93,94,0.19,3636,6.5,0,1,72.2
2354,Malawi,Africa,2006,104.2,508.1255,1.94,99,22.2,99,99,5.99,295,3.6,0,1,49.1
2355,Denmark,European Union,2002,5.5,99.934,11.32,88,25.0,98,98,0.04,49542,12.1,1,0,76.9
2356,United States,North America,2015,6.8,107.377,8.78,92,28.8,93,95,0.12,56763,13.3,1,0,78.7
2357,Albania,Rest of Europe,2010,13.3,80.9365,4.88,99,26.1,99,99,0.03,3577,9.3,0,1,76.6
2358,Kazakhstan,Asia,2004,33.1,277.9125,6.23,99,25.7,99,82,0.06,6581,11.5,0,1,66.1
2359,Burundi,Africa,2011,85.5,313.1795,4.56,96,21.4,95,96,0.45,316,2.6,0,1,57.9
2360,Niger,Africa,2006,159.3,278.9915,0.1,72,21.3,52,51,0.22,420,1.3,0,1,54.2
2361,Latvia,European Union,2014,5.5,165.1905,10.6,92,26.5,92,92,0.28,13163,12.9,1,0,74.1
2362,Maldives,Asia,2011,12.9,75.29,1.69,96,24.7,96,96,0.17,8893,5.2,0,1,76.3
2363,"Venezuela, RB",South America,2009,17.0,149.2525,7.75,84,26.6,75,84,0.4,11765,8.3,0,1,73.1
2364,Croatia,European Union,2000,8.3,122.7795,13.24,96,25.6,94,93,0.01,8806,9.4,1,0,72.8
2365,United Kingdom,Rest of Europe,2010,5.2,74.2785,10.01,88,27.0,94,94,0.08,42488,13.2,1,0,80.4
2366,Argentina,South America,2010,14.5,124.1055,8.15,94,27.1,95,94,0.14,13551,9.8,0,1,75.3
2367,Argentina,South America,2015,11.5,117.1895,8.49,94,27.6,93,94,0.13,13789,9.8,0,1,76.1
2368,Chile,South America,2005,9.1,101.273,7.57,94,27.0,92,91,0.15,10210,9.5,0,1,77.6
2369,Mauritania,Africa,2008,101.1,216.0,0.018,74,24.4,73,74,0.24,1462,3.6,0,1,62.0
2370,Luxembourg,European Union,2006,3.2,87.8075,12.5,95,25.9,99,99,0.08,105614,11.5,1,0,79.3
2371,Indonesia,Asia,2009,35.2,185.497,0.074,82,22.4,85,78,0.21,2595,7.4,0,1,68.9
2372,South Africa,Africa,2008,68.9,498.352,7.46,76,26.8,77,79,10.58,6171,9.7,0,1,55.4
2373,Syrian Arab Republic,Middle East,2004,20.1,117.639,0.61,82,27.2,84,81,0.13,1486,5.4,0,1,74.3
2374,United States,North America,2006,7.9,111.0235,8.63,93,28.2,93,96,0.13,53738,12.8,1,0,77.7
2375,Gabon,Africa,2013,54.9,250.7575,7.57,79,25.0,77,79,1.37,7305,8.1,0,1,63.6
2376,Syrian Arab Republic,Middle East,2011,20.1,174.2775,0.6,66,27.8,60,72,0.13,1773,6.3,0,1,71.3
2377,Namibia,Africa,2000,75.8,446.0665,2.65,83,22.9,80,79,11.85,3125,5.6,0,1,52.2
2378,Bhutan,Asia,2015,33.1,208.003,0.04,99,23.8,98,99,0.13,2753,3.1,0,1,70.4
2379,Niger,Africa,2013,102.7,257.1655,0.09,67,21.7,62,67,0.07,470,1.7,0,1,59.5
2380,Maldives,Asia,2000,39.0,130.99,1.99,96,23.1,98,98,0.17,6982,3.0,0,1,70.2
2381,Turkiye,Middle East,2009,19.5,118.495,1.52,94,27.4,96,96,0.08,7942,6.5,0,1,74.1
2382,Turkmenistan,Asia,2008,45.5,207.4435,2.12,96,25.6,96,96,0.08,3795,9.9,0,1,66.0
2383,Sierra Leone,Africa,2007,182.0,447.5425,3.67,63,22.5,63,64,1.32,501,2.8,0,1,46.5
2384,"Micronesia, Fed. Sts.",Oceania,2010,33.1,171.007,1.75,88,29.3,85,85,0.17,3085,7.2,0,1,66.5
2385,Tanzania,Africa,2006,88.8,377.871,6.09,90,22.5,91,90,3.27,717,4.8,0,1,55.1
2386,Thailand,Asia,2002,19.9,195.0225,5.86,95,23.0,97,96,0.53,3795,6.5,0,1,71.1
2387,Tunisia,Africa,2011,18.0,97.086,1.25,98,25.9,98,98,0.04,3836,6.9,0,1,75.2
2388,Timor-Leste,Oceania,2014,52.1,152.246,0.41,77,21.1,76,77,0.1,1321,4.5,0,1,68.2
2389,Syrian Arab Republic,Middle East,2014,47.0,181.864,0.19,47,28.1,52,43,0.13,973,5.6,0,1,69.8
2390,Bangladesh,Asia,2010,49.1,141.3945,0.0,94,21.1,94,94,0.01,973,4.9,0,1,69.9
2391,New Zealand,Oceania,2004,6.7,78.037,9.17,88,27.1,87,89,0.03,34310,11.6,1,0,79.5
2392,Sweden,European Union,2014,2.9,54.481,7.2,67,26.0,97,98,0.08,49855,12.3,1,0,82.3
2393,Ethiopia,Africa,2002,128.3,385.253,0.16,52,20.0,55,35,0.95,272,1.7,0,1,53.3
2394,Malawi,Africa,2003,131.6,570.632,1.22,84,22.0,85,84,7.52,279,3.3,0,1,46.1
2395,Cyprus,European Union,2015,2.9,51.6435,9.59,97,26.8,97,97,0.06,23408,11.9,1,0,80.4
2396,Jamaica,Central America and Caribbean,2005,19.9,154.5105,3.36,99,26.2,99,99,0.79,5138,8.1,0,1,74.1
2397,Jordan,Middle East,2014,17.9,111.057,0.35,98,28.8,98,98,0.13,4221,10.1,0,1,74.0
2398,Georgia,Rest of Europe,2000,36.6,171.5205,3.29,55,25.8,81,80,0.02,1567,11.7,0,1,69.9
2399,Mexico,North America,2008,20.6,120.3315,4.27,97,27.4,96,96,0.16,9181,8.0,0,1,75.2
2400,Turkmenistan,Asia,2005,52.3,218.8545,2.63,99,25.2,99,99,0.08,2787,9.9,0,1,65.0
2401,Cyprus,European Union,2008,3.7,60.207,12.03,93,26.7,97,97,0.05,27447,11.3,1,0,79.1
2402,Belgium,European Union,2000,5.8,99.6,11.21,60,25.5,96,95,0.08,35675,10.0,1,0,77.7
2403,Uganda,Africa,2002,131.6,507.0355,11.64,57,21.3,57,57,4.31,555,4.2,0,1,48.3
2404,Cabo Verde,Africa,2015,19.5,125.149,4.54,96,24.5,93,93,0.26,3043,5.9,0,1,72.1
2405,Morocco,Africa,2013,26.3,73.374,0.46,99,25.7,99,99,0.04,2755,4.8,0,1,75.2
2406,Somalia,Africa,2011,152.8,323.489,0.0,42,22.9,49,41,0.13,313,2.1,0,1,54.3
2407,Qatar,Middle East,2007,9.8,60.9985,1.16,94,28.2,97,94,0.05,60927,9.6,0,1,78.6
2408,Bolivia,South America,2007,49.8,212.2145,3.38,84,25.5,85,84,0.19,2314,7.1,0,1,66.4
2409,Lao PDR,Asia,2015,53.8,195.625,7.09,89,22.8,89,89,0.15,2140,5.1,0,1,66.5
2410,Nepal,Asia,2004,62.7,209.685,0.23,27,21.1,80,80,0.17,603,2.7,0,1,64.7
2411,Botswana,Africa,2008,57.6,413.0785,7.52,94,24.1,96,96,9.09,5838,8.6,0,1,56.7
2412,Nigeria,Africa,2007,145.6,387.5675,11.04,42,22.8,54,42,0.88,2090,5.2,0,1,49.4
2413,Belarus,Rest of Europe,2008,6.6,222.907,14.58,98,26.2,98,97,0.2,5181,11.3,0,1,70.5
2414,Turkiye,Middle East,2006,24.3,125.8835,1.39,82,27.2,90,90,0.08,8174,6.1,0,1,72.8
2415,Guinea-Bissau,Africa,2004,150.7,300.923,3.56,83,22.5,69,64,3.12,552,2.3,0,1,51.9
2416,United Kingdom,Rest of Europe,2009,5.4,76.195,9.98,88,26.9,93,93,0.08,41929,13.1,1,0,80.1
2417,Lithuania,European Union,2009,6.7,193.3095,12.97,95,26.3,98,98,0.08,10700,11.5,1,0,72.9
2418,Singapore,Asia,2011,2.8,57.001,1.89,96,23.6,96,96,0.1,50714,11.2,0,1,81.7
2419,Gabon,Africa,2009,64.2,286.1745,8.12,79,24.6,74,76,2.03,6635,7.4,0,1,60.6
2420,Belize,Central America and Caribbean,2012,17.7,181.47,6.35,98,28.6,98,98,0.37,4734,10.5,0,1,73.0
2421,Kyrgyz Republic,Asia,2000,49.8,223.7235,5.33,44,24.7,99,99,0.02,718,9.8,0,1,68.6
2422,"Micronesia, Fed. Sts.",Oceania,2004,34.8,179.2125,2.03,80,29.0,82,78,0.17,2949,5.8,0,1,65.3
2423,Sweden,European Union,2004,3.7,66.1935,6.51,60,25.4,99,99,0.08,44891,12.3,1,0,80.5
2424,Mexico,North America,2004,23.9,124.359,5.0,98,27.1,98,98,0.15,8801,7.4,0,1,75.2
2425,Niger,Africa,2002,204.5,289.5665,0.088,72,20.9,43,39,0.38,418,1.2,0,1,51.3
2426,Eswatini,Africa,2012,66.0,459.807,6.49,95,26.5,92,95,15.74,3513,6.1,0,1,49.9
2427,Malta,European Union,2004,7.1,60.357,6.61,85,27.0,89,89,0.08,17653,8.6,1,0,79.3
2428,Equatorial Guinea,Africa,2010,111.2,329.7845,8.96,46,23.5,61,44,4.42,13841,5.5,0,1,55.6
2429,Montenegro,Rest of Europe,2010,6.7,114.563,9.94,90,26.1,93,94,0.03,5982,11.1,0,1,76.0
2430,Syrian Arab Republic,Middle East,2010,18.9,159.176,0.77,84,27.7,83,80,0.13,1701,6.3,0,1,72.1
2431,Guinea,Africa,2004,139.5,325.874,0.34,57,22.1,65,60,1.16,655,1.6,0,1,52.5
2432,Cuba,Central America and Caribbean,2014,5.8,90.569,4.54,97,25.5,99,99,0.16,7379,11.2,0,1,78.5
2433,Argentina,South America,2003,17.7,134.5355,7.62,73,26.4,95,96,0.15,9630,9.3,0,1,74.1
2434,Norway,Rest of Europe,2006,3.9,69.5825,6.47,88,26.1,94,94,0.03,74190,12.5,1,0,80.3
2435,Barbados,Central America and Caribbean,2012,14.7,102.8345,8.9,87,27.5,88,87,0.33,16505,10.5,0,1,78.5
2436,Rwanda,Africa,2008,76.3,272.418,7.51,97,21.5,97,97,1.22,554,3.2,0,1,60.6
2437,Bangladesh,Asia,2002,76.5,162.2605,0.003,75,20.4,83,83,0.01,687,4.3,0,1,66.4
2438,Timor-Leste,Oceania,2012,56.3,157.265,0.48,83,20.9,83,83,0.09,1271,4.5,0,1,67.7
2439,North Macedonia,Rest of Europe,2003,14.4,118.556,5.18,74,25.8,96,96,0.08,3301,7.5,0,1,73.2
2440,Tonga,Oceania,2004,15.1,151.8725,1.79,99,31.5,99,90,0.17,3899,9.2,0,1,69.8
2441,Kuwait,Middle East,2007,11.1,78.3145,0.029,99,28.8,99,99,0.13,41171,6.3,0,1,73.8
2442,Iceland,Rest of Europe,2015,2.3,55.359,7.66,88,26.2,92,92,0.05,52952,12.2,1,0,82.5
2443,Greece,European Union,2002,5.6,80.4475,8.22,91,26.8,92,92,0.04,19997,9.1,1,0,78.6
2444,Mozambique,Africa,2003,145.0,436.671,0.6,76,21.8,67,85,3.5,353,2.6,0,1,49.9
2445,Netherlands,European Union,2002,5.9,80.574,9.72,88,25.1,97,97,0.06,40914,11.1,1,0,78.3
2446,Jamaica,Central America and Caribbean,2012,17.0,135.5585,3.02,96,27.2,96,96,0.56,4888,9.2,0,1,74.0
2447,Senegal,Africa,2012,58.7,200.5,0.19,91,22.8,83,91,0.14,1146,2.6,0,1,65.4
2448,Togo,Africa,2015,75.9,271.709,1.36,88,23.5,82,88,0.72,571,4.7,0,1,59.9
2449,Libya,Africa,2001,27.3,143.011,0.002,93,26.9,94,94,0.05,10392,5.8,0,1,71.0
